chain_age,block_reward,rent_cycle_months,annual_fee_label,annual_fee_nano,per_event_fee_nano,utxo_count,avg_box_bytes,dormancy_rate,miner_reward_per_block,rent_revenue_per_block,rent_percentage,monthly_rent_coins,monthly_block_reward_coins,annual_cost_per_box_coins,per_event_cost_coins,eligible_boxes_per_block
Year 7+,1.0,12,4x Ergo,1250000,1250000,10000,250,0.3,0.850000,0.000594103,0.069846,78.1250,111775.68,0.312500000,0.312500000,0.001901
Year 7+,1.0,12,4x Ergo,1250000,1250000,50000,250,0.3,0.850000,0.002970514,0.348255,390.6250,111775.68,0.312500000,0.312500000,0.009506
Year 7+,1.0,12,4x Ergo,1250000,1250000,200000,250,0.3,0.850000,0.011882057,1.378618,1562.5000,111775.68,0.312500000,0.312500000,0.038023
Year 7+,1.0,12,4x Ergo,1250000,1250000,500000,250,0.3,0.850000,0.029705142,3.376716,3906.2500,111775.68,0.312500000,0.312500000,0.095056
Year 7+,1.0,18,0.5x Ergo,156250,234375,10000,250,0.3,0.850000,0.000074263,0.008736,9.7656,111775.68,0.039062500,0.058593750,0.001267
Year 7+,1.0,18,0.5x Ergo,156250,234375,50000,250,0.3,0.850000,0.000371314,0.043665,48.8281,111775.68,0.039062500,0.058593750,0.006337
Year 7+,1.0,18,0.5x Ergo,156250,234375,200000,250,0.3,0.850000,0.001485257,0.174431,195.3125,111775.68,0.039062500,0.058593750,0.025348
Year 7+,1.0,18,0.5x Ergo,156250,234375,500000,250,0.3,0.850000,0.003713143,0.434940,488.2812,111775.68,0.039062500,0.058593750,0.063371
Year 7+,1.0,18,1x Ergo,312500,468750,10000,250,0.3,0.850000,0.000148526,0.017471,19.5312,111775.68,0.078125000,0.117187500,0.001267
Year 7+,1.0,18,1x Ergo,312500,468750,50000,250,0.3,0.850000,0.000742629,0.087292,97.6562,111775.68,0.078125000,0.117187500,0.006337
Year 7+,1.0,18,1x Ergo,312500,468750,200000,250,0.3,0.850000,0.002970514,0.348255,390.6250,111775.68,0.078125000,0.117187500,0.025348
Year 7+,1.0,18,1x Ergo,312500,468750,500000,250,0.3,0.850000,0.007426286,0.866114,976.5625,111775.68,0.078125000,0.117187500,0.063371
Year 7+,1.0,18,2x Ergo,625000,937500,10000,250,0.3,0.850000,0.000297051,0.034935,39.0625,111775.68,0.156250000,0.234375000,0.001267
Year 7+,1.0,18,2x Ergo,625000,937500,50000,250,0.3,0.850000,0.001485257,0.174431,195.3125,111775.68,0.156250000,0.234375000,0.006337
Year 7+,1.0,18,2x Ergo,625000,937500,200000,250,0.3,0.850000,0.005941028,0.694093,781.2500,111775.68,0.156250000,0.234375000,0.025348
Year 7+,1.0,18,2x Ergo,625000,937500,500000,250,0.3,0.850000,0.014852571,1.717353,1953.1250,111775.68,0.156250000,0.234375000,0.063371
Year 7+,1.0,18,4x Ergo,1250000,1875000,10000,250,0.3,0.850000,0.000594103,0.069846,78.1250,111775.68,0.312500000,0.468750000,0.001267
Year 7+,1.0,18,4x Ergo,1250000,1875000,50000,250,0.3,0.850000,0.002970514,0.348255,390.6250,111775.68,0.312500000,0.468750000,0.006337
Year 7+,1.0,18,4x Ergo,1250000,1875000,200000,250,0.3,0.850000,0.011882057,1.378618,1562.5000,111775.68,0.312500000,0.468750000,0.025348
Year 7+,1.0,18,4x Ergo,1250000,1875000,500000,250,0.3,0.850000,0.029705142,3.376716,3906.2500,111775.68,0.312500000,0.468750000,0.063371
Year 7+,1.0,24,0.5x Ergo,156250,312500,10000,250,0.3,0.850000,0.000074263,0.008736,9.7656,111775.68,0.039062500,0.078125000,0.000951
Year 7+,1.0,24,0.5x Ergo,156250,312500,50000,250,0.3,0.850000,0.000371314,0.043665,48.8281,111775.68,0.039062500,0.078125000,0.004753
Year 7+,1.0,24,0.5x Ergo,156250,312500,200000,250,0.3,0.850000,0.001485257,0.174431,195.3125,111775.68,0.039062500,0.078125000,0.019011
Year 7+,1.0,24,0.5x Ergo,156250,312500,500000,250,0.3,0.850000,0.003713143,0.434940,488.2812,111775.68,0.039062500,0.078125000,0.047528
Year 7+,1.0,24,1x Ergo,312500,625000,10000,250,0.3,0.850000,0.000148526,0.017471,19.5312,111775.68,0.078125000,0.156250000,0.000951
Year 7+,1.0,24,1x Ergo,312500,625000,50000,250,0.3,0.850000,0.000742629,0.087292,97.6563,111775.68,0.078125000,0.156250000,0.004753
Year 7+,1.0,24,1x Ergo,312500,625000,200000,250,0.3,0.850000,0.002970514,0.348255,390.6250,111775.68,0.078125000,0.156250000,0.019011
Year 7+,1.0,24,1x Ergo,312500,625000,500000,250,0.3,0.850000,0.007426286,0.866114,976.5625,111775.68,0.078125000,0.156250000,0.047528
Year 7+,1.0,24,2x Ergo,625000,1250000,10000,250,0.3,0.850000,0.000297051,0.034935,39.0625,111775.68,0.156250000,0.312500000,0.000951
Year 7+,1.0,24,2x Ergo,625000,1250000,50000,250,0.3,0.850000,0.001485257,0.174431,195.3125,111775.68,0.156250000,0.312500000,0.004753
Year 7+,1.0,24,2x Ergo,625000,1250000,200000,250,0.3,0.850000,0.005941028,0.694093,781.2500,111775.68,0.156250000,0.312500000,0.019011
Year 7+,1.0,24,2x Ergo,625000,1250000,500000,250,0.3,0.850000,0.014852571,1.717353,1953.1250,111775.68,0.156250000,0.312500000,0.047528
Year 7+,1.0,24,4x Ergo,1250000,2500000,10000,250,0.3,0.850000,0.000594103,0.069846,78.1250,111775.68,0.312500000,0.625000000,0.000951
Year 7+,1.0,24,4x Ergo,1250000,2500000,50000,250,0.3,0.850000,0.002970514,0.348255,390.6250,111775.68,0.312500000,0.625000000,0.004753
Year 7+,1.0,24,4x Ergo,1250000,2500000,200000,250,0.3,0.850000,0.011882057,1.378618,1562.5000,111775.68,0.312500000,0.625000000,0.019011
Year 7+,1.0,24,4x Ergo,1250000,2500000,500000,250,0.3,0.850000,0.029705142,3.376716,3906.2500,111775.68,0.312500000,0.625000000,0.047528
